k,features,val_AUC,val_Accuracy,val_TN,val_FP,val_FN,val_TP
9,"['team_elo_pre', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
9,"['team_elo_pre', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'group_elo_std', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
9,"['team_elo_pre', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF']",0.8046875,0.75,11,5,3,13
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC']",0.8046875,0.75,13,3,5,11
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL']",0.8046875,0.75,12,4,4,12
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'confed_CONCACAF', 'confed_CONMEBOL']",0.8046875,0.75,14,2,6,10
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'confed_CONCACAF', 'confed_OFC']",0.8046875,0.75,14,2,6,10
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_OFC']",0.8046875,0.75,12,4,4,12
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL']",0.8046875,0.75,12,4,4,12
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC']",0.8046875,0.75,13,3,5,11
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC']",0.8046875,0.75,11,5,3,13
9,"['recent_win_rate', 'recent_goal_diff_per_match', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,11,5,3,13
9,"['recent_win_rate', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL']",0.8046875,0.75,12,4,4,12
9,"['recent_win_rate', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
9,"['recent_win_rate', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
9,"['recent_win_rate', 'recent_goals_for_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
9,"['recent_win_rate', 'recent_goals_for_per_match', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
9,"['recent_win_rate', 'recent_goals_for_per_match', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC']",0.8046875,0.75,13,3,5,11
9,"['recent_win_rate', 'recent_goals_for_per_match', 'opp_elo_max', 'host_team_flag', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
9,"['recent_win_rate', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
9,"['recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_UEFA']",0.8046875,0.75,11,5,3,13
9,"['recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC']",0.8046875,0.75,12,4,4,12
9,"['recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'host_team_flag', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
9,"['recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'group_elo_std', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
9,"['recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_max', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
9,"['recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC']",0.8046875,0.75,14,2,6,10
9,"['recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
9,"['recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC']",0.8046875,0.75,12,4,4,12
9,"['recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
9,"['recent_goal_diff_per_match', 'recent_goals_against_per_match', 'group_elo_std', 'host_team_flag', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,11,5,3,13
9,"['recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC']",0.8046875,0.75,14,2,6,10
9,"['recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
10,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CONCACAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_win_rate', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_win_rate', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CONCACAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_win_rate', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_win_rate', 'recent_goals_for_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'group_elo_std', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'group_elo_std', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
10,"['team_elo_pre', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_max', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
10,"['team_elo_pre', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'group_elo_std', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['team_elo_pre', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
10,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_mean', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'confed_CONCACAF', 'confed_CONMEBOL']",0.8046875,0.75,14,2,6,10
10,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONCACAF', 'confed_CONMEBOL']",0.8046875,0.75,12,4,4,12
10,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
10,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC']",0.8046875,0.75,11,5,3,13
10,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
10,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
10,"['recent_win_rate', 'recent_goal_diff_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['recent_win_rate', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['recent_win_rate', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
10,"['recent_win_rate', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['recent_win_rate', 'recent_goals_for_per_match', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
10,"['recent_win_rate', 'recent_goals_for_per_match', 'opp_elo_max', 'elo_gap_vs_opp_mean', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
10,"['recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'host_team_flag', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL']",0.8046875,0.75,12,4,4,12
10,"['recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'log_gdp_per_capita_pre', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,12,4,4,12
11,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
11,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
11,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_CONMEBOL', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
11,"['team_elo_pre', 'recent_win_rate', 'recent_goal_diff_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
11,"['team_elo_pre', 'recent_win_rate', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
11,"['team_elo_pre', 'recent_goal_diff_per_match', 'recent_goals_for_per_match', 'recent_goals_against_per_match', 'opp_elo_max', 'group_elo_std', 'elo_gap_vs_opp_mean', 'confed_CAF', 'confed_CONCACAF', 'confed_OFC', 'confed_UEFA']",0.8046875,0.75,13,3,5,11
